Text,Difficulty,Text_english_translation
La date à laquelle l’humanité atteint ce seuil est calculable et elle arrive quatre jours plus tôt chaque année.,A2,The date on which humanity reaches this threshold is calculable and it arrives four days earlier each year.
"Cette année, la date tombe début août.",A2,"This year, the date falls in early August."
"C’est le constat d’un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de la capacité de la Terre à se régénérer.",A2,"This is the finding of a research institute in California which takes into account in its calculation the pressure exerted by humans on natural resources, as well as the Earth&#39;s capacity to regenerate."
Je me demande si les fourmis dorment.,A2,I wonder if the ants are sleeping.
"Je me demande s’il y a des fourmis gentilles, égoïstes, des fourmis amoureuses, des fourmis fatiguées le soir.",A2,"I wonder if there are kind, selfish ants, loving ants, tired ants at night."
"Dans les campagnes, c’est différent !",A2,"In the countryside, it&#39;s different!"
Et les agriculteurs craignent que les loups tuent leurs moutons.,A2,And farmers fear the wolves will kill their sheep.
Les écologistes ne pensent pas que ce soit un problème car autrefois les loups étaient partout. E,A2,Environmentalists don&#39;t think that&#39;s a problem because wolves were once everywhere. E
Le macaron est un petit gâteau moelleux de forme arrondie que l’on déguste depuis le moyen âge.,A2,The macaroon is a soft rounded cake that has been eaten since the Middle Ages.
La quantité d’amande est égale à la quantité de sucre glace.,A2,The amount of almond is equal to the amount of icing sugar.
La préparation et la cuisson des macarons est difficile même pour les professionnels.,A2,Preparing and baking macaroons is difficult even for professionals.
Cette baie est célèbre pour ses grandes marées.,A2,This bay is famous for its high tides.
L’abbaye du Mont Saint-Michel est un lieu de pèlerinage.,A2,The abbey of Mont Saint-Michel is a place of pilgrimage.
Son architecture religieuse et militaire date de l’époque médiévale.,A2,Its religious and military architecture dates from medieval times.
"À l’abbaye, on peut faire des visites guidées, voir des animations et assister à des concerts toute l’année.",A2,"At the abbey, you can take guided tours, see entertainment and attend concerts all year round."
Les spécialités locales sont nombreuses.,A2,There are many local specialties.
La Fête du Travail en France est célébrée le premier mai comme c’est le cas dans de nombreux pays du monde.,A2,Labor Day in France is celebrated on May 1st as is the case in many countries around the world.
Le nombre de manifestants varie d’une année à l’autre selon la popularité du gouvernement en place.,A2,The number of protesters varies from year to year depending on the popularity of the government of the day.
Les gens cueillent quelques brins de muguet ou en achètent pour en offrir à ceux à qui ils iront rendre visite ce jour-là.,A2,People pick a few sprigs of lily of the valley or buy some to give to those they will visit that day.
"Et dans votre pays, ça se passe comment ?",A2,"And in your country, how is it going?"
Le choix de l’hôtel dépend bien sûr de votre budget mais aussi de vos envies.,A2,The choice of hotel depends of course on your budget but also on your desires.
"Soyez néanmoins prudents, derrière l’image romantique et ses paysages de carte postale, Paris reste une ville où la délinquance est importante.",A2,"Be careful, however, behind the romantic image and its postcard landscapes, Paris remains a city where delinquency is important."
"Prenez la serviette, Robert.",A2,"Take the towel, Robert."
Donne-moi la serviette !,A2,Give me the towel!
"J'ai une arme, et toi non.",A2,"I have a gun, and you don&#39;t."
C'est peut-être ça que vous cherchez ?,A2,Maybe this is what you are looking for?
Ce qu'il y a dans la serviette.,A2,What&#39;s in the towel.
Je saute et vous n'aurez jamais les plans !,A2,I jump and you will never have the plans!
"Ah oui, exactement comme moi !",A2,"Ah yes, exactly like me!"
Tu travailles pour les services secrets français.,A2,You work for the French secret service.
Comment est votre blanquette ?,A2,How is your blanquette?
La blanquette est bonne.,A2,The blanquette is good.
C'est somptueux.,A2,It is sumptuous.
Celui-ci est magnifique.,A2,This one is magnificent.
Mon père est mort ici.,A2,My father died here.
Il a participé à la construction du canal ?,A2,Did he take part in the construction of the canal?
"Vous savez, moi je ne crois pas qu'il y ait de bonne ou de mauvaise situation.",A2,"You know, I don&#39;t believe there is a good or a bad situation."
La meilleure amie d'un garçon est sa mère.,A2,A boy&#39;s best friend is his mother.
Il ne peut en rester qu'un.,A2,There can only be one left.
C'est la belle qui a tué la bête.,A2,Beauty is the one who killed the beast.
La cuillère n'existe pas.,A2,The spoon does not exist.
Vous ne passerez pas !,A2,You will not pass !
"En France, Noël est un moment important !",B1,"In France, Christmas is an important time!"
Les habitants (villes comme campagnes) décorent leurs habitations et achètent des calendriers de l'avant.,B1,The inhabitants (towns and countryside alike) decorate their homes and buy calendars from the front.
"Ainsi, les salons se parent de bougies et de sapins.",B1,"Thus, the living rooms are adorned with candles and trees."
"En général, les français optent pour des sapins en pot afin de prolonger la magie du moment.",B1,"In general, the French opt for potted trees in order to prolong the magic of the moment."
L'arbre odorant est paré de guirlandes et de boules tandis qu'une étoile chatoyante est ajoutée sur la cime.,B1,The fragrant tree is adorned with garlands and balls while a shimmering star is added to the crown.
Bien entendu les cadeaux de Noël seront déposés uniquement le 24 décembre au soir afin de permettre le déballage le lendemain matin.,B1,"Of course, Christmas presents will only be deposited on the evening of December 24 in order to allow unpacking the next morning."
Certaines familles ont pour tradition de déposer des biscuits et un verre de lait près du sapin pour remercier le père noël.,B1,Some families have a tradition of placing cookies and a glass of milk near the tree to thank Santa Claus.
Pâques est une fête catholique célébrée le 21 avril.,B1,Easter is a Catholic holiday celebrated on April 21.
Elle commémore la résurrection de Jésus mais fête aussi le printemps !,B1,It commemorates the resurrection of Jesus but also celebrates spring!
"Tandis que les jonquilles fleurissent, les parents dissimulent du chocolat dans le jardin afin de célébrer Pâques.",B1,"As the daffodils bloom, parents hide chocolate in the garden to celebrate Easter."
Petits comme grands peuvent ainsi partir à la chasse à l’œuf.,B1,Young and old alike can go on an egg hunt.
"Traditionnellement les chocolats sont sous forme d’œufs mais aussi d'animaux comme des poussins, lapins, moutons...",B1,"Traditionally chocolates are in the form of eggs but also animals such as chicks, rabbits, sheep ..."
Certains familles décorent les œufs durs en peignant leurs coquilles avec des teintes vertes ou rouges.,B1,Some families decorate hard-boiled eggs by painting their shells with green or red hues.
La maison de Ben est grande.,B1,Ben&#39;s house is big.
Il y a beaucoup de pièces.,B1,There are a lot of rooms.
"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et jaune et une salle de bain.",B1,"On the ground floor there is a living room with a piano, a dining room, a spacious and yellow kitchen and a bathroom."
"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin.",B1,"He also built a beautiful veranda containing a library, to enjoy the sun and a view of the garden."
"Au sous-sol, il y a une cave, pour ranger le vin.",B1,"In the basement, there is a cellar, to store wine."
"Au premier étage, il y a trois chambres.",B1,On the first floor there are three bedrooms.
"Au deuxième étage, il y a un bureau et deux chambres, dont la sienne.",B1,"On the second floor there is an office and two bedrooms, one of which is his."
"Dans le bureau, il y a un vélo d'appartement, des haltères et un stepper.",B1,"In the office there is an exercise bike, dumbbells and a stepper."
"Le jardin est long et étroit, il y a une balançoire au fond et un barbecue, proche de la terrasse, sur laquelle est posée un transat.",B1,"The garden is long and narrow, there is a swing at the bottom and a barbecue, near the terrace, on which a deckchair is placed."
Des chats viennent souvent chasser les feuilles qui volent au vent.,B1,Cats often come to chase the leaves which fly in the wind.
"Avec les prévisions météo, on peut savoir quel temps il fera le soir, le lendemain ou dans la semaine.",B1,"With the weather forecast, we can know what the weather will be like in the evening, the next day or during the week."
"Quand il y a un grand soleil sur la carte, il fera chaud sur la région.",B1,"When there is a bright sun on the map, it will be hot in the area."
"Quand la météo indique un soleil avec des nuages, il y aura peu de soleil et il y aura souvent du vent.",B1,"When the weather forecast indicates a sun with clouds, there will be little sun and there will often be wind."
